Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
20,Non-binary,Master's,Widowed,107826,751,6365,Auto,Self-employed,16,Fair,0.317564362,145766,2,Lake Adrian,NY,Swaziland,2,1,Low
30,Male,PhD,Divorced,61541,768,46214,Personal,Self-employed,6,Excellent,0.458343169,75529,4,Rangelborough,IN,Australia,2,1,Medium
54,Female,High School,Divorced,102678,729,11857,Business,Self-employed,13,Fair,0.450019211,33863,4,Nicholsonstad,IL,Niue,2,2,Low
47,Female,Bachelor's,Widowed,104451,795,46128,Home,Unemployed,5,Poor,0.206925216,178827,0,New Justin,KS,Congo,0,2,Low
48,Female,PhD,Divorced,45261,604,42064,Business,Employed,19,Fair,0.230230179,179636,3,New Andrewstad,VT,Lithuania,3,1,Medium
62,Female,High School,Divorced,55829,656,27054,Home,Self-employed,16,Poor,0.416763293,241404,4,Chelseachester,UT,Macao,1,2,Low
33,Female,Master's,Widowed,26774,602,35501,Business,Self-employed,11,Good,0.403449308,60364,1,Youngchester,OK,Chile,4,0,Low
43,Female,High School,Married,113177,629,28547,Personal,Self-employed,9,Fair,0.152994086,77565,1,New Steven,MP,Dominican Republic,3,2,Low
30,Male,Master's,Married,26402,759,45170,Auto,Self-employed,3,Excellent,0.232384219,45919,3,Lake Michael,PR,Namibia,2,2,Low
64,Female,PhD,Married,66126,641,28059,Personal,Unemployed,15,Poor,0.594892888,46175,3,East Sharon,NM,Pakistan,4,1,Low
54,Female,High School,Divorced,75746,738,33634,Personal,Unemployed,5,Fair,0.505187422,194543,4,Coreymouth,NY,Uzbekistan,3,2,Low
68,Male,Master's,Married,105490,652,31036,Personal,Self-employed,16,Poor,0.130624184,161283,0,Hurleyshire,MI,Sri Lanka,1,2,Low
54,Non-binary,Master's,Widowed,98588,743,46587,Auto,Employed,17,Good,0.280780873,53142,2,Tiffanyshire,HI,British Virgin Islands,4,1,Medium
55,Non-binary,PhD,Married,91474,647,13968,Personal,Employed,0,Poor,0.418270277,222198,1,Melvinfort,WY,Indonesia,2,2,Low
27,Female,PhD,Married,47549,648,35783,Personal,Employed,14,Good,0.363569143,82527,4,Jonstad,ND,Hong Kong,4,0,Low
32,Non-binary,PhD,Married,106936,795,16225,Business,Unemployed,14,Fair,0.174181406,49407,1,West Laura,WA,Finland,1,0,Low
21,Female,Master's,Widowed,48702,784,48400,Personal,Unemployed,6,Good,0.393272541,67666,2,Richardfurt,NM,Mexico,2,0,Low
20,Female,Bachelor's,Widowed,109119,793,28539,Business,Self-employed,8,Good,0.323014303,157230,3,Elizabethtown,NJ,Gambia,0,2,Low
48,Female,High School,Married,111435,726,34317,Home,Unemployed,3,Good,0.421939061,122647,2,Lake Dylanville,MA,Somalia,0,1,High
35,Female,High School,Single,22665,767,49135,Personal,Self-employed,9,Poor,0.456548352,207975,2,West Lisaberg,MI,Micronesia,1,2,Low
68,Female,Bachelor's,Divorced,118863,724,23676,Business,Unemployed,5,Excellent,0.128505399,134719,1,New Stacybury,HI,Croatia,3,1,Low
23,Female,Bachelor's,Divorced,58921,778,7154,Business,Unemployed,16,Good,0.226682364,29486,3,West Cynthiachester,MO,United States Virgin Islands,0,1,Low
24,Non-binary,Bachelor's,Widowed,102273,610,20427,Home,Employed,3,Good,0.200931033,241698,1,East Michael,WV,Gabon,1,1,Medium
44,Male,PhD,Single,51594,745,48743,Home,Employed,8,Poor,0.373066607,269613,0,South Jenniferfurt,IA,Tanzania,2,2,Medium
27,Female,High School,Single,39929,700,42935,Home,Unemployed,12,Good,0.318909504,212104,2,Elizabethland,OK,Bangladesh,0,2,Low
34,Non-binary,PhD,Divorced,47186,732,18885,Auto,Self-employed,19,Excellent,0.504348087,129348,4,Port Becky,UT,Germany,2,1,Medium
48,Non-binary,High School,Married,52925,797,49137,Business,Unemployed,7,Fair,0.584785592,41152,3,West Timothy,SD,Austria,2,2,Low
68,Non-binary,Bachelor's,Divorced,115923,696,28463,Auto,Employed,18,Excellent,0.580136519,33280,1,New Gregoryview,WY,Finland,3,0,Medium
26,Non-binary,High School,Single,25280,691,12578,Auto,Self-employed,19,Poor,0.319522013,167875,4,Rogerborough,RI,Sao Tome and Principe,0,0,Low
31,Male,Bachelor's,Divorced,79682,765,10908,Auto,Unemployed,1,Excellent,0.546708145,222920,1,Katherineview,PA,French Guiana,1,1,Low
32,Non-binary,PhD,Single,80840,633,45030,Personal,Self-employed,10,Fair,0.427368821,105556,0,Lake Bryanton,MP,Norfolk Island,3,1,Low
38,Non-binary,Master's,Widowed,105184,669,10798,Home,Self-employed,9,Poor,0.413335092,105339,3,Port Christopher,NH,Portugal,4,1,Medium
39,Non-binary,High School,Single,95923,638,20899,Personal,Unemployed,16,Poor,0.269277691,35762,1,Williamhaven,NM,Svalbard & Jan Mayen Islands,0,2,Medium
56,Non-binary,Master's,Widowed,,744,8740,Business,Unemployed,2,Poor,0.412089549,267863,2,Lake Williamshire,PA,Taiwan,0,2,High
66,Female,High School,Divorced,76202,624,22198,Business,Unemployed,2,Poor,0.242857089,86342,1,Heatherfort,ME,Germany,0,0,Medium
53,Male,High School,Widowed,34887,640,17552,Personal,Self-employed,15,Excellent,0.592791383,258241,0,Port Chadberg,VA,Saint Lucia,1,0,Low
64,Female,Bachelor's,Divorced,32342,604,8582,Home,Employed,4,Poor,0.198629505,213505,1,Candiceberg,PA,Netherlands,3,0,Low
38,Non-binary,Bachelor's,Single,62873,657,28215,Business,Employed,1,Poor,0.196255369,141244,3,Rebeccaview,MO,Sweden,2,1,Low
46,Female,Master's,Single,91458,656,13672,Home,Employed,14,Good,0.542796169,257590,2,East Sarahton,NC,Morocco,4,0,Low
18,Male,Bachelor's,Single,23902,629,22390,Business,Employed,17,Poor,0.331907802,161875,2,Rhondashire,VT,Madagascar,1,1,Low
62,Non-binary,Bachelor's,Divorced,83843,707,39354,Business,Self-employed,16,Fair,0.516700438,94161,1,Jenniferton,OK,Lithuania,1,0,Medium
23,Female,Master's,Widowed,75082,747,7755,Home,Employed,11,Fair,0.53139119,261131,3,South Danielstad,VI,Norway,4,1,High
45,Female,Master's,Widowed,34102,783,7553,Business,Employed,18,Excellent,0.284567616,242316,2,Darrylshire,KS,Samoa,1,1,Medium
47,Female,Master's,Married,67728,715,43797,Auto,Self-employed,0,Excellent,0.195807839,182643,2,Jenniferstad,WA,Israel,1,2,Low
37,Female,PhD,Widowed,39237,672,25890,Personal,Unemployed,1,Excellent,0.252118069,232007,0,West Joshua,WI,Lao People's Democratic Republic,0,2,High
24,Female,PhD,Divorced,108909,755,16945,Business,Self-employed,15,Fair,0.194258402,168880,3,Hollowayberg,WV,Albania,4,0,Low
40,Female,PhD,Widowed,97952,796,6709,Business,Unemployed,0,Excellent,0.27165247,20777,2,Tylerton,UT,Bouvet Island (Bouvetoya),3,2,High
25,Male,Bachelor's,Married,100919,686,47877,Personal,Self-employed,12,Poor,0.532334661,160933,4,East Jasonborough,IA,Uruguay,0,0,Medium
23,Non-binary,PhD,Divorced,81365,691,39452,Business,Employed,2,Good,0.22110759,154334,1,New Gabrielle,GU,Costa Rica,3,1,Medium
67,Non-binary,Bachelor's,Widowed,77194,608,34884,Personal,Employed,4,Excellent,0.10157982,223748,2,North Janethaven,MT,Lao People's Democratic Republic,0,2,Medium
45,Non-binary,High School,Widowed,114263,614,21001,Home,Self-employed,11,Fair,0.150983602,75833,1,East Traci,FM,Seychelles,3,2,High
19,Female,Bachelor's,Married,76971,727,43235,Home,Unemployed,8,Fair,0.517233556,29981,4,West Christine,CO,Romania,1,2,Low
28,Male,Master's,Single,65162,654,8816,Personal,Self-employed,3,Fair,0.57146764,233475,2,Jameshaven,ME,Colombia,4,1,Medium
49,Female,Bachelor's,Single,46401,612,7919,Business,Self-employed,3,Fair,0.127943813,184645,4,Charleston,SD,Turks and Caicos Islands,4,0,Low
67,Non-binary,High School,Single,59369,722,15378,Auto,Unemployed,17,Excellent,0.568754409,92693,4,North Chaseberg,SC,Korea,0,2,Low
36,Female,High School,Married,58588,655,14761,Business,Self-employed,13,Fair,0.171115994,92732,0,Alanfurt,MN,Libyan Arab Jamahiriya,0,2,Medium
26,Female,High School,Married,116172,782,20304,Personal,Self-employed,15,Excellent,0.467579749,146953,0,Singhview,OR,Bolivia,3,2,Medium
49,Female,Master's,Single,73257,790,39935,Home,Self-employed,7,Poor,0.546561301,49405,4,Ruizmouth,AK,Tunisia,0,1,Low
48,Female,High School,Widowed,49784,777,44170,Business,Self-employed,1,Good,0.526584244,248855,4,Martinezland,CT,Aruba,0,1,Medium
29,Male,High School,Married,79789,742,33922,Business,Unemployed,16,Good,0.253335527,72024,4,Parkerberg,WV,Jamaica,4,0,Low
38,Male,PhD,Single,115643,750,47756,Personal,Unemployed,5,Poor,0.123287838,44000,0,Port Barbarafurt,PW,Philippines,4,2,High
59,Male,Bachelor's,Single,22106,612,36814,Auto,Employed,2,Fair,0.343596354,36081,4,West Kathleenshire,IL,Rwanda,4,1,Low
21,Female,High School,Single,42838,661,21169,Auto,Self-employed,11,Fair,0.125780493,285658,4,East Maryhaven,FL,Palestinian Territory,3,0,Low
37,Male,Bachelor's,Divorced,104256,715,10139,Auto,Unemployed,12,Good,0.291697651,194392,3,Port Lauren,AS,Bahamas,0,0,Medium
19,Male,Bachelor's,Widowed,35797,624,15433,Personal,Employed,7,Excellent,0.104203067,157399,0,Teresabury,CO,Greece,1,0,Low
42,Female,PhD,Single,112551,724,41478,Home,Unemployed,4,Fair,0.373150575,176227,3,Adamsburgh,GU,Botswana,2,0,Low
64,Male,High School,Married,59761,752,20169,Home,Self-employed,4,Good,0.562514854,129370,1,Fordborough,SD,Congo,4,1,Medium
53,Non-binary,PhD,Divorced,94861,713,44020,Auto,Self-employed,17,Excellent,0.346330473,32672,3,Jonathanbury,MO,South Africa,3,2,High
42,Non-binary,Bachelor's,Single,69613,768,47406,Home,Self-employed,2,Fair,0.116657486,87683,1,Brendaburgh,ID,French Guiana,4,0,Low
61,Non-binary,Master's,Widowed,53688,621,39282,Business,Self-employed,3,Fair,0.106783239,278335,3,New Derrick,MI,Djibouti,0,2,Medium
30,Non-binary,High School,Divorced,91873,659,46462,Home,Unemployed,14,Poor,0.16373527,103229,3,Toddtown,VI,India,4,2,Low
45,Male,High School,Married,41248,652,6405,Home,Unemployed,9,Poor,0.410579629,171665,3,Dianaport,AL,Japan,4,1,Low
25,Non-binary,PhD,Single,86606,695,6820,Personal,Self-employed,7,Good,0.459291739,49447,2,Herreraport,NJ,Bulgaria,2,1,Medium
47,Non-binary,High School,Divorced,72136,679,35270,Business,Unemployed,13,Poor,0.356965703,278790,0,Olsontown,HI,Iran,3,1,High
62,Male,High School,Widowed,66545,659,47498,Business,Employed,15,Good,0.524987218,116888,4,South Brianland,MI,Armenia,1,2,Medium
51,Female,Master's,Single,36820,693,24426,Auto,Employed,10,Fair,0.573405229,191476,0,East Tylerville,CA,Cook Islands,4,1,Low
35,Female,Bachelor's,Single,114467,755,12614,Home,Unemployed,19,Excellent,0.598229213,70647,4,West Paige,UT,Namibia,0,1,Low
35,Female,Bachelor's,Married,34028,669,18991,Personal,Employed,10,Fair,0.438911571,89554,2,Caseyton,AS,Venezuela,2,1,Low
67,Non-binary,Master's,Single,45785,786,17758,Business,Unemployed,6,Fair,0.160864096,266620,3,Velasquezside,NE,Australia,2,2,Medium
34,Female,Master's,Single,48634,651,33559,Business,Employed,4,Poor,0.275479779,85975,2,East Susan,ID,Reunion,4,1,Low
39,Male,PhD,Divorced,78260,,31964,Personal,Unemployed,16,Fair,0.196640191,,3,West Michaelfurt,UT,Guam,,2,Low
19,Female,PhD,Widowed,55677,789,34223,Business,Unemployed,14,Good,0.145122495,94612,2,Lake Lindsey,IN,Papua New Guinea,1,1,Medium
20,Male,Master's,Divorced,48648,795,23665,Home,Unemployed,12,Excellent,0.492433235,73868,4,Marcomouth,SC,Christmas Island,4,2,Medium
25,Female,Master's,Single,35915,623,16892,Personal,Employed,19,Excellent,0.40107977,176112,2,Sharpshire,VA,Isle of Man,4,0,Low
52,Male,PhD,Single,109871,732,38857,Personal,Self-employed,13,Excellent,0.128722567,26888,4,East Tiffany,DE,Gibraltar,4,1,Low
44,Female,Master's,Divorced,27593,774,48379,Personal,Employed,3,Poor,0.476211727,286344,3,Annside,PA,Estonia,2,0,Low
41,Non-binary,Bachelor's,Single,92287,676,8462,Home,Self-employed,18,Fair,0.543464277,32143,1,Lauraside,MT,Uganda,0,1,Low
43,Non-binary,Bachelor's,Married,116256,777,45837,Home,Unemployed,4,Fair,0.322165839,244946,0,Grahamborough,SC,Saint Lucia,1,0,Low
43,Female,Bachelor's,Single,89810,646,25736,Personal,Unemployed,1,Fair,0.493511732,90478,3,North Taylorton,SD,Bahrain,1,1,Low
38,Male,Bachelor's,Divorced,33421,629,12398,Home,Employed,16,Good,0.1006541,50554,0,New Jessicaside,IN,Armenia,3,2,Low
31,Male,High School,Divorced,77251,776,28042,Personal,Self-employed,12,Good,0.482274502,117987,3,Melissatown,WV,Yemen,3,1,Medium
25,Female,PhD,Divorced,76543,770,15544,Personal,Employed,6,Poor,0.348910228,237906,4,Welchland,KS,Holy See (Vatican City State),0,1,Medium
43,Non-binary,Master's,Single,29327,693,23127,Home,Self-employed,14,Good,0.253014072,251402,2,Hobbsville,MD,Nicaragua,4,1,Low
22,Male,Master's,Married,23086,785,28524,Personal,Unemployed,13,Poor,0.160924171,236304,2,Kristinaside,OR,Timor-Leste,2,2,Medium
53,Non-binary,Master's,Divorced,111643,775,32865,Personal,Unemployed,16,Fair,0.570828693,162550,0,South Josephtown,VA,Ecuador,2,1,Low
48,Non-binary,High School,Divorced,60721,645,31793,Home,Employed,6,Excellent,0.446340805,299768,4,South Harold,WY,South Georgia and the South Sandwich Islands,2,1,High
69,Female,High School,Widowed,30719,787,10257,Business,Self-employed,10,Poor,0.441573548,100562,2,Younghaven,VT,Afghanistan,3,2,Medium
56,Male,PhD,Widowed,36923,751,13276,Home,Employed,15,Excellent,0.21135307,287891,2,New Thomasville,VT,Northern Mariana Islands,3,2,High
25,Non-binary,Bachelor's,Single,103668,754,24128,Auto,Unemployed,11,Good,0.44104319,117099,3,West Jessica,GU,Palestinian Territory,3,0,Medium
63,Non-binary,High School,Divorced,114437,747,10499,Personal,Employed,10,Excellent,0.372425864,224794,3,North Barbara,OK,Panama,1,2,Medium
24,Female,Master's,Married,118156,619,30800,Auto,Employed,13,Poor,0.469012556,269980,1,East Vincentborough,HI,Palestinian Territory,1,0,Medium
37,Male,Bachelor's,Divorced,68750,762,41884,Business,Self-employed,19,Excellent,0.251617315,64197,0,Ramirezstad,FL,Azerbaijan,4,1,Low
19,Female,PhD,Married,67289,688,14512,Auto,Unemployed,11,Excellent,0.562012741,248481,0,North Mollyhaven,FM,Papua New Guinea,0,2,Low
59,Non-binary,High School,Widowed,92940,657,33929,Business,Self-employed,7,Fair,0.200457263,141565,1,Kennethmouth,SC,Cook Islands,1,2,High
29,Non-binary,High School,Married,94868,686,24796,Home,Employed,4,Good,0.261688104,39441,3,Lisaland,NM,Belize,0,0,Low
52,Female,High School,Married,37241,701,9968,Business,Employed,14,Fair,0.455956131,148212,3,West Jason,IN,New Caledonia,4,0,Low
23,Non-binary,PhD,Married,30851,715,48648,Home,Self-employed,13,Poor,0.502929985,65722,2,Stephenmouth,AS,Bolivia,4,0,Medium
69,Non-binary,Master's,Divorced,48760,661,34103,Business,Self-employed,13,Fair,0.334463807,284938,1,Lucasland,PW,Guinea-Bissau,0,2,Medium
42,Male,Bachelor's,Married,47215,685,22480,Personal,Employed,3,Fair,0.295823023,74865,4,Smithstad,NC,Zimbabwe,4,2,Low
45,Non-binary,Master's,Married,110374,689,16358,Business,Self-employed,15,Excellent,0.587943317,153584,4,Ashleyhaven,IA,Latvia,2,2,Medium
39,Female,High School,Single,64938,781,40523,Home,Self-employed,14,Excellent,0.403309567,246845,2,East Mariahaven,NV,Zimbabwe,1,1,Low
33,Non-binary,Bachelor's,Single,110638,611,49623,Home,Unemployed,12,Poor,0.278473989,76620,0,West Jonathanburgh,AS,Bosnia and Herzegovina,3,0,Medium
22,Male,High School,Divorced,37156,639,6440,Business,Self-employed,17,Good,0.10877874,202857,2,West Holly,UT,Brunei Darussalam,2,2,Low
53,Non-binary,Bachelor's,Divorced,56432,699,22753,Auto,Self-employed,17,Excellent,0.588883593,262845,1,Patriciaville,AR,Mongolia,4,1,Low
36,Female,High School,Married,29395,687,24525,Home,Unemployed,5,Fair,0.515588494,88604,4,West Christopher,DE,Bahrain,4,2,Low
52,Non-binary,PhD,Widowed,118115,799,30956,Personal,Self-employed,3,Fair,0.287079138,60305,0,Zhangshire,MS,Czech Republic,1,0,Medium
55,Female,Bachelor's,Divorced,83073,779,29953,Auto,Unemployed,16,Good,0.387988719,150671,3,Mezaville,ND,United Kingdom,0,1,Medium
36,Female,High School,Married,107780,762,31573,Auto,Employed,1,Fair,0.535682522,230116,4,East Mackenzieburgh,DC,Madagascar,4,2,Low
20,Male,Bachelor's,Married,29933,720,40971,Auto,Unemployed,9,Fair,0.164288654,128012,0,Alexisfurt,TN,Macao,3,2,High
60,Non-binary,High School,Married,54708,768,43404,Home,Employed,9,Poor,0.388779868,53259,1,North Teresa,MS,Botswana,0,2,Medium
53,Female,Bachelor's,Divorced,35772,682,23569,Business,Employed,6,Fair,0.443012275,256087,1,Christopherland,PA,Saint Helena,3,2,Medium
39,Female,PhD,Widowed,32501,657,46834,Personal,Unemployed,12,Good,0.501773789,89824,1,Olsonton,WY,San Marino,4,0,Low
45,Female,Master's,Single,108704,717,16206,Home,Self-employed,8,Poor,0.596369653,188878,4,Thomasborough,NY,Austria,2,2,Low
55,Non-binary,Master's,Divorced,76492,764,19306,Auto,Employed,8,Good,0.502605907,283364,1,West Joshuaview,DC,Nauru,0,2,High
45,Male,High School,Single,68070,692,49614,Home,Employed,8,Excellent,0.100513567,127659,3,Everettmouth,MS,Montenegro,0,2,Low
18,Non-binary,Master's,Single,31025,605,29449,Personal,Self-employed,19,Excellent,0.1908189,191244,0,Joshuaburgh,FM,Gabon,2,0,Low
42,Male,PhD,Widowed,94796,792,30733,Home,Employed,8,Fair,0.401241775,112462,0,Lake Kimberlymouth,PA,Azerbaijan,3,0,Low
45,Non-binary,Master's,Widowed,110447,661,14960,Business,Employed,15,Good,0.228580598,213369,3,North Toddhaven,AL,Denmark,3,2,High
52,Female,Master's,Single,58827,764,29551,Personal,Unemployed,17,Good,0.177058491,166607,1,Romanfort,MS,Botswana,1,0,Low
43,Male,Master's,Widowed,,663,32664,Business,Unemployed,16,Poor,0.264614499,,1,Perrymouth,VT,Malta,3,0,Medium
35,Male,PhD,Widowed,105222,609,42812,Business,Unemployed,19,Fair,0.10946421,181223,2,Port Lisa,NY,Seychelles,3,1,Medium
20,Male,Bachelor's,Single,111856,755,30191,Personal,Employed,10,Good,0.40729469,215445,3,New Taylor,ID,Sudan,1,2,Medium
47,Non-binary,Master's,Married,62861,779,20647,Home,Unemployed,15,Poor,0.439223162,260636,2,New Alexandratown,MH,Zambia,3,0,High
44,Male,High School,Single,37619,709,8078,Auto,Self-employed,16,Good,0.523000535,113862,0,Myershaven,CO,Bahrain,2,1,Medium
65,Male,High School,Single,119039,762,12311,Auto,Self-employed,3,Fair,0.233045286,203822,3,Phillipsville,ID,Nauru,0,0,Medium
33,Female,PhD,Divorced,115153,655,22072,Home,Self-employed,18,Poor,0.284884733,117151,0,New Jamieshire,OR,Belarus,1,1,Medium
30,Female,Bachelor's,Divorced,89074,776,35203,Home,Self-employed,5,Fair,0.465199218,242913,4,West Leahtown,FL,United States of America,1,1,Low
50,Male,High School,Widowed,30534,649,10116,Business,Self-employed,2,Good,0.419190044,122730,4,North Nicholeborough,KY,Nepal,1,0,Low
57,Female,PhD,Married,57146,764,48938,Personal,Employed,7,Fair,0.514425065,76154,3,East Gabrielport,AZ,Jersey,3,2,Low
57,Female,High School,Widowed,60491,,20259,Business,Employed,16,Good,0.384720611,199729,1,Youngshire,CO,France,,2,Low
54,Non-binary,Bachelor's,Divorced,85714,796,6398,Business,Unemployed,16,Poor,0.509194707,26050,4,Karenchester,VT,Andorra,1,0,Low
55,Non-binary,Master's,Divorced,60160,741,28028,Business,Self-employed,6,Excellent,0.295230959,148261,4,Philipview,TX,Palestinian Territory,3,0,Low
36,Non-binary,Bachelor's,Married,39941,764,26086,Auto,Unemployed,10,Good,0.214758373,30209,4,New Patrick,MD,Turkmenistan,0,2,Medium
28,Female,Bachelor's,Married,28520,730,42579,Home,Self-employed,12,Poor,0.370217697,67623,2,Ellisfurt,RI,Lithuania,4,1,Low
29,Non-binary,High School,Widowed,31646,740,47126,Personal,Unemployed,10,Poor,0.505788267,139211,0,Taylorview,AZ,United States Minor Outlying Islands,1,2,Medium
48,Non-binary,Bachelor's,Single,79337,779,23824,Business,Self-employed,16,Excellent,0.377917644,125894,1,New Lisaside,IL,Burkina Faso,1,1,Medium
35,Non-binary,Master's,Widowed,37130,690,45949,Personal,Unemployed,8,Good,0.555239276,236098,4,Melindaside,MP,Philippines,0,1,Low
24,Female,Bachelor's,Married,96591,663,6302,Auto,Self-employed,14,Good,0.547395578,60882,2,Tateshire,MS,Comoros,1,0,High
57,Male,High School,Single,34639,606,21633,Personal,Self-employed,16,Excellent,0.466037184,205158,3,Finleybury,IN,Reunion,1,0,Low
63,Male,Bachelor's,Single,68737,735,35607,Business,Unemployed,14,Fair,0.279422456,104296,0,Pattersonville,MI,Kuwait,4,2,Low
57,Female,Bachelor's,Divorced,35802,752,25912,Auto,Employed,1,Good,0.307381324,245319,3,South Jesseburgh,DC,Cook Islands,2,0,Low
29,Female,PhD,Divorced,24930,757,10478,Auto,Employed,17,Excellent,0.460996811,274555,2,Port Richard,MS,Bahrain,4,2,Low
32,Non-binary,High School,Divorced,94975,727,39359,Personal,Employed,4,Poor,0.308013626,236398,0,Zhangside,GA,Russian Federation,3,1,Medium
54,Male,PhD,Single,43140,790,7353,Auto,Unemployed,16,Poor,0.207241824,260245,0,Emilyland,VI,Uganda,3,2,Low
42,Non-binary,Master's,Married,38456,774,27828,Home,Employed,3,Good,0.48199286,273810,1,Josephmouth,NY,Brazil,0,0,Medium
65,Female,PhD,Married,64296,780,15471,Home,Unemployed,5,Good,0.113945643,34436,2,West Heather,CA,Sao Tome and Principe,2,2,Low
19,Female,Bachelor's,Divorced,87238,634,9695,Auto,Employed,10,Fair,0.42664349,82701,4,Port Mary,PA,Liechtenstein,4,2,Medium
66,Male,Master's,Divorced,68469,773,46138,Business,Unemployed,14,Good,0.390963042,80427,2,Port Dustin,WY,Ireland,2,0,Medium
39,Non-binary,Master's,Single,113137,762,7379,Auto,Unemployed,17,Excellent,0.165395176,110587,0,Haydenstad,NJ,Poland,4,2,Low
38,Male,Bachelor's,Divorced,65858,732,24023,Auto,Self-employed,10,Good,0.244850788,166759,0,Floresberg,MT,Palestinian Territory,0,2,High
56,Male,Bachelor's,Widowed,79867,778,17426,Auto,Unemployed,5,Excellent,0.463333487,171767,4,East Lindsay,MP,United States Minor Outlying Islands,1,1,High
25,Female,Master's,Married,110045,622,6339,Home,Unemployed,19,Fair,0.11977908,95292,1,New Donna,DC,Lao People's Democratic Republic,4,0,Low
47,Female,High School,Widowed,89235,784,30060,Personal,Self-employed,0,Good,0.59314975,40558,0,Lake Kimberly,CA,Australia,4,0,Medium
55,Male,Bachelor's,Widowed,40264,760,27954,Auto,Unemployed,2,Poor,0.484199351,38974,2,West Alexandria,PW,Japan,4,0,High
20,Male,Master's,Divorced,104292,653,33561,Business,Self-employed,13,Poor,0.591627553,233714,4,South Joanne,OK,Turkey,2,0,Low
26,Male,PhD,Married,78414,670,39225,Home,Self-employed,6,Poor,0.471720362,156754,3,East Leslie,NC,Estonia,0,0,Low
20,Non-binary,Master's,Single,72635,679,22726,Auto,Self-employed,8,Good,0.271272352,245554,2,Lake William,CO,Congo,0,0,High
18,Female,PhD,Divorced,61253,622,18962,Business,Self-employed,7,Fair,0.425205806,75540,1,North Shane,NH,Fiji,2,2,High
63,Male,Master's,Single,87561,681,46921,Home,Unemployed,0,Excellent,0.241363099,81263,1,New Craigland,GU,Bolivia,2,1,Low
52,Female,Bachelor's,Single,47444,698,27849,Auto,Employed,0,Poor,0.591236215,245145,0,Johnsonchester,OK,San Marino,2,0,Low
50,Non-binary,Bachelor's,Single,72268,612,20641,Personal,Unemployed,5,Excellent,0.286291578,132905,3,South Robertside,UT,Bahamas,1,2,Low
29,Non-binary,Bachelor's,Single,59097,657,19826,Business,Self-employed,6,Excellent,0.285419998,160635,2,West Sheri,NM,Barbados,2,1,Low
25,Male,Master's,Single,100868,624,31670,Business,Self-employed,5,Excellent,0.555693169,33828,0,Cheyennefort,TX,Isle of Man,1,1,Medium
44,Female,Master's,Married,99045,705,32913,Home,Employed,6,Poor,0.411344247,49026,4,Kaitlynmouth,SD,Wallis and Futuna,0,1,Low
60,Non-binary,Bachelor's,Married,36101,734,23344,Personal,Employed,2,Poor,0.32450203,38679,0,West Amberberg,GU,Greece,1,2,Low
45,Male,PhD,Divorced,72047,671,30563,Business,Self-employed,13,Good,0.414881979,138762,2,North Kyle,LA,Slovakia (Slovak Republic),1,1,High
46,Male,Bachelor's,Divorced,114138,714,37137,Personal,Unemployed,13,Excellent,0.42477531,133588,3,Campbellhaven,MH,Bhutan,4,0,Medium
35,Female,High School,Widowed,78293,667,43881,Auto,Unemployed,5,Excellent,0.288111074,60799,1,West Christinamouth,RI,Kazakhstan,4,1,Medium
40,Non-binary,Master's,Widowed,41191,714,29290,Personal,Self-employed,17,Good,0.402498737,240499,1,West Benjamin,PW,Hong Kong,2,1,Low
65,Non-binary,Bachelor's,Single,58669,695,8583,Auto,Employed,4,Poor,0.581271492,131192,4,East Tracy,AS,French Guiana,0,2,Low
62,Non-binary,PhD,Widowed,88617,618,8600,Home,Employed,11,Fair,0.472577731,27490,1,Thomasmouth,SC,Cyprus,1,2,Low
26,Female,Bachelor's,Married,29832,654,43514,Personal,Unemployed,17,Excellent,0.150373046,266964,3,Port Jason,VI,Italy,3,2,Medium
45,Non-binary,Master's,Married,75919,773,25766,Home,Self-employed,13,Poor,0.298646364,40789,0,Rochaville,HI,Greenland,1,2,Medium
23,Female,PhD,Widowed,111644,765,44498,Auto,Unemployed,7,Fair,0.450573041,120935,1,Lake Michael,DC,Somalia,4,0,Low
33,Male,Bachelor's,Married,23591,701,10642,Home,Employed,16,Good,0.501704008,89781,4,Suttontown,WI,Iceland,1,0,Low
32,Female,PhD,Widowed,32326,702,48899,Personal,Unemployed,13,Good,0.35505914,263518,3,Lake Taylormouth,MD,Nigeria,4,0,Medium
22,Non-binary,PhD,Married,35964,686,19105,Auto,Unemployed,6,Good,0.37625408,211243,4,Julianport,VI,Zimbabwe,0,0,Medium
32,Non-binary,PhD,Widowed,47569,681,18116,Business,Unemployed,13,Excellent,0.523581466,171249,1,New Amy,KS,Palau,0,1,Low
37,Female,High School,Single,107821,750,24895,Home,Self-employed,16,Fair,0.203588816,160616,4,Mclaughlinside,NJ,Guinea,0,2,High
31,Male,Bachelor's,Widowed,89585,655,27248,Business,Employed,4,Fair,0.494115319,284258,4,Gregoryview,CO,New Zealand,0,1,Low
33,Male,Bachelor's,Married,49373,730,41274,Auto,Self-employed,3,Poor,0.193757542,190335,3,Zacharymouth,AS,Bahrain,3,1,Low
58,Male,Master's,Divorced,30316,773,49174,Auto,Employed,2,Poor,0.205631684,142007,3,Nancyberg,SC,Bouvet Island (Bouvetoya),2,1,High
